region,id,r,fuel_class,fraction
Northern,2009,8,Hydro-power,0.58404994774402
Northern,2010,2,Hydro-power,0.5227617785627916
Northern,2011,24,Hydro-power,0.6506530252156075
Northern,2012,17,Hydro-power,0.6345286970353269
Northern,2013,9,Hydro-power,0.5824705001042937
Northern,2014,10,Hydro-power,0.58272588409043935
Northern,2015,25,Hydro-power,0.6664366131070301
SEE,1990,1,Hydro-power,0.17512075555298476
SEE,1991,4,Hydro-power,0.18554871618058313
SEE,1992,2,Hydro-power,0.17613263240500812
SEE,1993,3,Hydro-power,0.1768094118832312
SEE,1994,6,Hydro-power,0.19170704209338132
SEE,1995,14,Hydro-power,0.20331233844587002
SEE,1996,16,Hydro-power,0.20857436803745877
SEE,1997,9,Hydro-power,0.198004468499572
SEE,1998,12,Hydro-power,0.2007026687685714
SEE,1999,18,Hydro-power,0.21195817751043822
SEE,2000,8,Hydro-power,0.1962471930955751
SEE,2001,7,Hydro-power,0.19236473459234937
SEE,2002,13,Hydro-power,0.2068255845692976
SEE,2003,11,Hydro-power,0.19836389292733056
SEE,2004,20,Hydro-power,0.21884743033570897
SEE,2005,22,Hydro-power,0.2205020916319155
SEE,2006,21,Hydro-power,0.2205766634461459
SEE,2007,10,Hydro-power,0.19976481202429225
SEE,2008,17,Hydro-power,0.20912746652065511
SEE,2009,23,Hydro-power,0.22421292770319712
SEE,2010,26,Hydro-power,0.25199135505266756
SEE,2011,5,Hydro-power,0.1898537883191266
SEE,2012,15,Hydro-power,0.20355938743745755
SEE,2013,24,Hydro-power,0.2312356312035644
SEE,2014,25,Hydro-power,0.2421261615185688
SEE,2015,19,Hydro-power,0.21643443274284122
UK & Ireland,1990,26,Nuclear,0.19902346939918744
UK & Ireland,1991,2,Nuclear,0.19365129658307875
UK & Ireland,1992,20,Nuclear,0.19632991262216903
UK & Ireland,1993,9,Nuclear,0.19526301355590892
UK & Ireland,1994,25,Nuclear,0.19786155891613771
UK & Ireland,1995,19,Nuclear,0.19857448249240364
UK & Ireland,1996,7,Nuclear,0.19104943007795455
UK & Ireland,1997,4,Nuclear,0.1978759608142256
UK & Ireland,1998,22,Nuclear,0.19785784747428764
UK & Ireland,1999,23,Nuclear,0.1996940694396755
UK & Ireland,2000,18,Nuclear,0.19869861134021197
UK & Ireland,2001,3,Nuclear,0.19647894502311858
UK & Ireland,2002,16,Nuclear,0.20121764225201214
UK & Ireland,2003,5,Nuclear,0.19607915479504437
UK & Ireland,2004,12,Nuclear,0.1984030099750146
UK & Ireland,2005,13,Nuclear,0.19760527811637368
UK & Ireland,2006,10,Nuclear,0.19846432487195903
UK & Ireland,2007,14,Nuclear,0.20006459665227186
UK & Ireland,2008,21,Nuclear,0.19773209481033324
UK & Ireland,2009,11,Nuclear,0.19745501312930716
UK & Ireland,2010,1,Nuclear,0.19161916044278002
UK & Ireland,2011,17,Nuclear,0.1993819193518958
UK & Ireland,2012,6,Nuclear,0.19508648257750025
UK & Ireland,2013,8,Nuclear,0.19345498082646123
UK & Ireland,2014,15,Nuclear,0.20212112998984294
UK & Ireland,2015,24,Nuclear,0.19762953830961436
Europe,1990,4,Nuclear,0.2567014841277899
Europe,1991,1,Nuclear,0.2526382341909093
Europe,1992,13,Nuclear,0.25003613380736234
Europe,1993,14,Nuclear,0.2461902073818126
Europe,1994,16,Nuclear,0.2542248122423683
Europe,1995,18,Nuclear,0.2500250337924205
Europe,1996,2,Nuclear,0.25174200904884714
Europe,1997,12,Nuclear,0.25131781046762497
Europe,1998,25,Nuclear,0.2488643633830974
Europe,1999,24,Nuclear,0.25188112184000394
Europe,2000,26,Nuclear,0.2470587675621155
Europe,2001,23,Nuclear,0.24765931795525675
Europe,2002,21,Nuclear,0.2520802398989201
Europe,2003,5,Nuclear,0.251728232545529
Europe,2004,10,Nuclear,0.25121195718342415
Europe,2005,8,Nuclear,0.24883342176827228
Europe,2006,6,Nuclear,0.2525116585112734
Europe,2007,20,Nuclear,0.25244593477383065
Europe,2008,15,Nuclear,0.25369229165879353
Europe,2009,7,Nuclear,0.252781944649189
Europe,2010,3,Nuclear,0.25087838814214347
Europe,2011,11,Nuclear,0.24965988146587348
Europe,2012,9,Nuclear,0.24949377035948733
Europe,2013,17,Nuclear,0.25006981876533346
Europe,2014,19,Nuclear,0.25621190652883497
Europe,2015,22,Nuclear,0.2497406376567784
CEE,1990,4,Nuclear,0.19522175911361608
CEE,1991,2,Nuclear,0.19312154172954643
CEE,1992,3,Nuclear,0.19505122146091738
CEE,1993,7,Nuclear,0.19480239137859118
CEE,1994,12,Nuclear,0.19488360841795144
CEE,1995,18,Nuclear,0.19321298879185622
CEE,1996,9,Nuclear,0.19026724297686531
CEE,1997,17,Nuclear,0.19209491181076052
CEE,1998,26,Nuclear,0.19324990528478836
CEE,1999,25,Nuclear,0.19488868318150115
CEE,2000,15,Nuclear,0.19645778822200383
CEE,2001,6,Nuclear,0.19556741685052415
CEE,2002,19,Nuclear,0.19447889096729087
CEE,2003,5,Nuclear,0.19204295642825855
CEE,2004,22,Nuclear,0.19319202783955775
CEE,2005,21,Nuclear,0.19272698262847693
CEE,2006,13,Nuclear,0.19268087313724638
CEE,2007,14,Nuclear,0.19491379781515034
CEE,2008,20,Nuclear,0.19485173648598006
CEE,2009,11,Nuclear,0.19427175867368315
CEE,2010,24,Nuclear,0.19016148131463634
CEE,2011,8,Nuclear,0.19475856789679602
CEE,2012,10,Nuclear,0.19417458067874327
CEE,2013,16,Nuclear,0.19311906987263716
CEE,2014,1,Nuclear,0.1973344022918451
CEE,2015,23,Nuclear,0.1949713575440175
CWE,1990,16,Nuclear,0.38600042010650487
CWE,1991,5,Nuclear,0.3797891164758825
CWE,1992,13,Nuclear,0.38165071520312305
CWE,1993,11,Nuclear,0.381650721177576
CWE,1994,25,Nuclear,0.380986294442729
CWE,1995,19,Nuclear,0.3811482922657137
CWE,1996,2,Nuclear,0.37779759127759377
CWE,1997,9,Nuclear,0.38341087650967554
CWE,1998,23,Nuclear,0.3840856113028796
CWE,1999,24,Nuclear,0.38270148433885615
CWE,2000,26,Nuclear,0.3851188213466933
CWE,2001,17,Nuclear,0.38258867696308513
CWE,2002,20,Nuclear,0.3844420762722566
CWE,2003,1,Nuclear,0.38380611531273084
CWE,2004,10,Nuclear,0.38288223601786375
CWE,2005,4,Nuclear,0.3852911629209023
CWE,2006,7,Nuclear,0.38298343623093467
CWE,2007,22,Nuclear,0.38837875139747585
CWE,2008,21,Nuclear,0.38320309098500954
CWE,2009,8,Nuclear,0.38310542408581094
CWE,2010,3,Nuclear,0.3777543059877756
CWE,2011,6,Nuclear,0.386674274212951
CWE,2012,14,Nuclear,0.3839861620255126
CWE,2013,12,Nuclear,0.37947111138673156
CWE,2014,15,Nuclear,0.3878116917589037
CWE,2015,18,Nuclear,0.3868054867063552
Iberia,1990,6,Nuclear,0.19930888422813722
Iberia,1991,13,Nuclear,0.19353896866251752
Iberia,1992,3,Nuclear,0.19809367027378405
Iberia,1993,10,Nuclear,0.19577772260956294
Iberia,1994,14,Nuclear,0.19755533963751287
Iberia,1995,17,Nuclear,0.19726727856671372
Iberia,1996,26,Nuclear,0.192431754032127
Iberia,1997,20,Nuclear,0.1985731052622485
Iberia,1998,16,Nuclear,0.19762004926812574
Iberia,1999,15,Nuclear,0.197782139221376
Iberia,2000,19,Nuclear,0.19776656628323463
Iberia,2001,22,Nuclear,0.19175673084467304
Iberia,2002,18,Nuclear,0.19905556017364198
Iberia,2003,21,Nuclear,0.1925311804990599
Iberia,2004,9,Nuclear,0.19690815792458194
Iberia,2005,2,Nuclear,0.19470070611368281
Iberia,2006,12,Nuclear,0.19691319917372047
Iberia,2007,5,Nuclear,0.2009186779739038
Iberia,2008,8,Nuclear,0.1994895006241805
Iberia,2009,11,Nuclear,0.19416822061467714
Iberia,2010,25,Nuclear,0.18987635810174547
Iberia,2011,7,Nuclear,0.19912811360899355
Iberia,2012,1,Nuclear,0.1963660220041664
Iberia,2013,24,Nuclear,0.19130412930114782
Iberia,2014,23,Nuclear,0.1969910710829901
Iberia,2015,4,Nuclear,0.19876130461283303
Italy,1990,5,Nuclear,NA
Italy,1991,7,Nuclear,NA
Italy,1992,20,Nuclear,NA
Italy,1993,15,Nuclear,NA
Italy,1994,22,Nuclear,NA
Italy,1995,18,Nuclear,NA
Italy,1996,10,Nuclear,NA
Italy,1997,19,Nuclear,NA
Italy,1998,16,Nuclear,NA
Italy,1999,21,Nuclear,NA
Italy,2000,24,Nuclear,NA
Italy,2001,26,Nuclear,NA
Italy,2002,23,Nuclear,NA
Italy,2003,3,Nuclear,NA
Italy,2004,13,Nuclear,NA
Italy,2005,1,Nuclear,NA
Italy,2006,6,Nuclear,NA
Italy,2007,8,Nuclear,NA
Italy,2008,17,Nuclear,NA
Italy,2009,12,Nuclear,NA
Italy,2010,11,Nuclear,NA
Italy,2011,9,Nuclear,NA
Italy,2012,2,Nuclear,NA
Italy,2013,14,Nuclear,NA
Italy,2014,25,Nuclear,NA
Italy,2015,4,Nuclear,NA
Northern,1990,4,Nuclear,0.2129987017020515
Northern,1991,3,Nuclear,0.21381917012088658
Northern,1992,18,Nuclear,0.17690264906404005
Northern,1993,23,Nuclear,0.1525472918168165
Northern,1994,5,Nuclear,0.205349276970774
Northern,1995,15,Nuclear,0.17565925953527625
Northern,1996,1,Nuclear,0.21470500425371306
Northern,1997,11,Nuclear,0.1824748906557113
Northern,1998,19,Nuclear,0.16580689782907823
Northern,1999,16,Nuclear,0.18210147046340036
Northern,2000,26,Nuclear,0.1390094492202401
Northern,2001,20,Nuclear,0.1609758707289681
Northern,2002,13,Nuclear,0.17573780994518165
Northern,2003,7,Nuclear,0.1994129754476524
Northern,2004,14,Nuclear,0.1839873193623245
Northern,2005,22,Nuclear,0.1685252343445571
Northern,2006,6,Nuclear,0.1944044347782158
Northern,2007,21,Nuclear,0.17480899967145266
Northern,2008,12,Nuclear,0.19627399344221905
Northern,2009,8,Nuclear,0.19759844453124395
Northern,2010,2,Nuclear,0.2118651605800409
Northern,2011,24,Nuclear,0.15722675677383974
Northern,2012,17,Nuclear,0.17546006125518365
Northern,2013,9,Nuclear,0.19229443780952707
Northern,2014,10,Nuclear,0.19604690244116849
Northern,2015,25,Nuclear,0.1600443254147218
SEE,1990,1,Nuclear,0.0801437354626798
SEE,1991,4,Nuclear,0.07930757026816156
SEE,1992,2,Nuclear,0.07992904926967298
SEE,1993,3,Nuclear,0.08006081797202447
SEE,1994,6,Nuclear,0.08070472603399387
SEE,1995,14,Nuclear,0.08025085389548814
SEE,1996,16,Nuclear,0.07921687561132361
SEE,1997,9,Nuclear,0.08058947511784953
SEE,1998,12,Nuclear,0.08067221910294547
SEE,1999,18,Nuclear,0.08164212362258509
SEE,2000,8,Nuclear,0.08075537661407305
SEE,2001,7,Nuclear,0.08077082284845638
SEE,2002,13,Nuclear,0.0809477274090961
SEE,2003,11,Nuclear,0.0788542102649971
SEE,2004,20,Nuclear,0.08051551911298235
SEE,2005,22,Nuclear,0.0803754641730848
SEE,2006,21,Nuclear,0.07997413884019945
SEE,2007,10,Nuclear,0.08026730370622659
SEE,2008,17,Nuclear,0.0809585885001625
SEE,2009,23,Nuclear,0.08053341136119102
SEE,2010,26,Nuclear,0.08039017897280515
SEE,2011,5,Nuclear,0.08054248561066235
SEE,2012,15,Nuclear,0.07981233576955259
SEE,2013,24,Nuclear,0.08063348544994238
SEE,2014,25,Nuclear,0.08122476815028348
SEE,2015,19,Nuclear,0.08093405389574372
UK & Ireland,1990,26,Solar & Wind,0.1493213923549652
UK & Ireland,1991,2,Solar & Wind,0.12378095510915162
UK & Ireland,1992,20,Solar & Wind,0.13866378752880612
UK & Ireland,1993,9,Solar & Wind,0.13040908205621624
UK & Ireland,1994,25,Solar & Wind,0.14517710147255705
UK & Ireland,1995,19,Solar & Wind,0.1386153569063463
UK & Ireland,1996,7,Solar & Wind,0.12657485395723417
UK & Ireland,1997,4,Solar & Wind,0.12448287244596593
UK & Ireland,1998,22,Solar & Wind,0.14110512841567188
UK & Ireland,1999,23,Solar & Wind,0.14162875799742713
UK & Ireland,2000,18,Solar & Wind,0.13468281133017002
UK & Ireland,2001,3,Solar & Wind,0.12218930915581169
UK & Ireland,2002,16,Solar & Wind,0.13291754850515564
UK & Ireland,2003,5,Solar & Wind,0.12521289925583928
UK & Ireland,2004,12,Solar & Wind,0.13036097478995534
UK & Ireland,2005,13,Solar & Wind,0.13200218657320373
UK & Ireland,2006,10,Solar & Wind,0.1295985316680409
UK & Ireland,2007,14,Solar & Wind,0.13153049291393312
UK & Ireland,2008,21,Solar & Wind,0.1376958961603054
UK & Ireland,2009,11,Solar & Wind,0.12919730636533158
UK & Ireland,2010,1,Solar & Wind,0.10670468664080739
UK & Ireland,2011,17,Solar & Wind,0.13384663873496777
UK & Ireland,2012,6,Solar & Wind,0.12211207525821537
UK & Ireland,2013,8,Solar & Wind,0.12728319388134626
UK & Ireland,2014,15,Solar & Wind,0.13013723101118801
UK & Ireland,2015,24,Solar & Wind,0.13987299020773752
Europe,1990,4,Solar & Wind,0.12827692443070515
Europe,1991,1,Solar & Wind,0.11643235197249767
Europe,1992,13,Solar & Wind,0.12347857645293657
Europe,1993,14,Solar & Wind,0.12188445969571178
Europe,1994,16,Solar & Wind,0.12637760288180308
Europe,1995,18,Solar & Wind,0.12587730096821656
Europe,1996,2,Solar & Wind,0.11428348493261441
Europe,1997,12,Solar & Wind,0.11711989250315095
Europe,1998,25,Solar & Wind,0.12653169094964647
Europe,1999,24,Solar & Wind,0.12464659094297045
Europe,2000,26,Solar & Wind,0.12515477768947952
Europe,2001,23,Solar & Wind,0.11865671926055953
Europe,2002,21,Solar & Wind,0.12180160981575197
Europe,2003,5,Solar & Wind,0.11474026110618749
Europe,2004,10,Solar & Wind,0.11785629799110876
Europe,2005,8,Solar & Wind,0.11545309662158897
Europe,2006,6,Solar & Wind,0.11445173996699728
Europe,2007,20,Solar & Wind,0.12397687740248417
Europe,2008,15,Solar & Wind,0.12143932260202861
Europe,2009,7,Solar & Wind,0.11518277375088241
Europe,2010,3,Solar & Wind,0.10992784798368532
Europe,2011,11,Solar & Wind,0.11906785540968189
Europe,2012,9,Solar & Wind,0.11647873755764146
Europe,2013,17,Solar & Wind,0.11559845032310391
Europe,2014,19,Solar & Wind,0.11752264755817142
Europe,2015,22,Solar & Wind,0.12363899308835359
CEE,1990,4,Solar & Wind,0.06564874159991549
CEE,1991,2,Solar & Wind,0.05915878374155418
CEE,1992,3,Solar & Wind,0.06565924816309622
CEE,1993,7,Solar & Wind,0.06724602682152014
CEE,1994,12,Solar & Wind,0.06483924134432617
CEE,1995,18,Solar & Wind,0.06325951776470126
CEE,1996,9,Solar & Wind,0.053369099624023426
CEE,1997,17,Solar & Wind,0.0608076746226513
CEE,1998,26,Solar & Wind,0.06821779518347272
CEE,1999,25,Solar & Wind,0.061328817493262126
CEE,2000,15,Solar & Wind,0.06237058825851546
CEE,2001,6,Solar & Wind,0.0608205058549818
CEE,2002,19,Solar & Wind,0.0635030079652096
CEE,2003,5,Solar & Wind,0.05828133546066112
CEE,2004,22,Solar & Wind,0.061378105640663434
CEE,2005,21,Solar & Wind,0.057331969938286806
CEE,2006,13,Solar & Wind,0.054401519088937575
CEE,2007,14,Solar & Wind,0.0657376098432261
CEE,2008,20,Solar & Wind,0.06227147609371489
CEE,2009,11,Solar & Wind,0.05503854059199406
CEE,2010,24,Solar & Wind,0.05646704376203886
CEE,2011,8,Solar & Wind,0.05969156590011194
CEE,2012,10,Solar & Wind,0.060020434142076605
CEE,2013,16,Solar & Wind,0.05535892888703923
CEE,2014,1,Solar & Wind,0.05788531182172663
CEE,2015,23,Solar & Wind,0.06293433480044609
CWE,1990,16,Solar & Wind,0.13801041577012813
CWE,1991,5,Solar & Wind,0.12024889392710442
CWE,1992,13,Solar & Wind,0.12884312655842758
CWE,1993,11,Solar & Wind,0.12789811911151708
CWE,1994,25,Solar & Wind,0.13251954141004554
CWE,1995,19,Solar & Wind,0.12952554781629277
CWE,1996,2,Solar & Wind,0.11233120752763386
CWE,1997,9,Solar & Wind,0.12110988180956378
CWE,1998,23,Solar & Wind,0.1345410094110805
CWE,1999,24,Solar & Wind,0.13001026818832506
CWE,2000,26,Solar & Wind,0.13145542388172307
CWE,2001,17,Solar & Wind,0.11995823042811582
CWE,2002,20,Solar & Wind,0.12738607534587826
CWE,2003,1,Solar & Wind,0.11596718993614942
CWE,2004,10,Solar & Wind,0.12309613378771839
CWE,2005,4,Solar & Wind,0.11885700656488545
CWE,2006,7,Solar & Wind,0.12016284654980104
CWE,2007,22,Solar & Wind,0.13497335821530368
CWE,2008,21,Solar & Wind,0.12767480329263992
CWE,2009,8,Solar & Wind,0.11803990172721573
CWE,2010,3,Solar & Wind,0.11074328935110321
CWE,2011,6,Solar & Wind,0.12686658479583396
CWE,2012,14,Solar & Wind,0.12233112133405061
CWE,2013,12,Solar & Wind,0.11365735083183882
CWE,2014,15,Solar & Wind,0.12029418322267295
CWE,2015,18,Solar & Wind,0.131676389919869
Iberia,1990,6,Solar & Wind,0.24026581176512568
Iberia,1991,13,Solar & Wind,0.24019150843276682
Iberia,1992,3,Solar & Wind,0.24968553896024565
Iberia,1993,10,Solar & Wind,0.24163417225750183
Iberia,1994,14,Solar & Wind,0.2552820744376932
Iberia,1995,17,Solar & Wind,0.26992918792986215
Iberia,1996,26,Solar & Wind,0.2651148679213591
Iberia,1997,20,Solar & Wind,0.23921991784860944
Iberia,1998,16,Solar & Wind,0.24920338831471517
Iberia,1999,15,Solar & Wind,0.2631540716303107
Iberia,2000,19,Solar & Wind,0.2628631333646422
Iberia,2001,22,Solar & Wind,0.2643577991539818
Iberia,2002,18,Solar & Wind,0.2604828205730252
Iberia,2003,21,Solar & Wind,0.2474275460267698
Iberia,2004,9,Solar & Wind,0.23599071363906834
Iberia,2005,2,Solar & Wind,0.23798521449686888
Iberia,2006,12,Solar & Wind,0.23190787341144894
Iberia,2007,5,Solar & Wind,0.23814715256455268
Iberia,2008,8,Solar & Wind,0.24077362848697925
Iberia,2009,11,Solar & Wind,0.24337876288436977
Iberia,2010,25,Solar & Wind,0.24879338721659958
Iberia,2011,7,Solar & Wind,0.2225137737924284
Iberia,2012,1,Solar & Wind,0.23439217820156968
Iberia,2013,24,Solar & Wind,0.2689230994007835
Iberia,2014,23,Solar & Wind,0.2553024385052363
Iberia,2015,4,Solar & Wind,0.2364859387722918
Italy,1990,5,Solar & Wind,0.14120668854502438
Italy,1991,7,Solar & Wind,0.1415689545545405
Italy,1992,20,Solar & Wind,0.14263091195245511
Italy,1993,15,Solar & Wind,0.14387283013625096
Italy,1994,22,Solar & Wind,0.14453165741608892
Italy,1995,18,Solar & Wind,0.15063922056516274
Italy,1996,10,Solar & Wind,0.14463684563089713
Italy,1997,19,Solar & Wind,0.15289508489569748
Italy,1998,16,Solar & Wind,0.14934154781353445
Italy,1999,21,Solar & Wind,0.14967021643559464
Italy,2000,24,Solar & Wind,0.15032775986456515
Italy,2001,26,Solar & Wind,0.15546653125236923
Italy,2002,23,Solar & Wind,0.14623965191860142
Italy,2003,3,Solar & Wind,0.14734813664640578
Italy,2004,13,Solar & Wind,0.14419950719888316
Italy,2005,1,Solar & Wind,0.13775798120564212
Italy,2006,6,Solar & Wind,0.13776743700275904
Italy,2007,8,Solar & Wind,0.1464869408797867
Italy,2008,17,Solar & Wind,0.14197208717929097
Italy,2009,12,Solar & Wind,0.14495597048782777
Italy,2010,11,Solar & Wind,0.14153923894987597
Italy,2011,9,Solar & Wind,0.14444239514180932
Italy,2012,2,Solar & Wind,0.14502825096982327
Italy,2013,14,Solar & Wind,0.13644581747087067
Italy,2014,25,Solar & Wind,0.14038063197897763
Italy,2015,4,Solar & Wind,0.13790940053836845
Northern,1990,4,Solar & Wind,0.07875520423619198
Northern,1991,3,Solar & Wind,0.07054335815984639
Northern,1992,18,Solar & Wind,0.07289004621523792
Northern,1993,23,Solar & Wind,0.07404193156534845
Northern,1994,5,Solar & Wind,0.07366994790727324
Northern,1995,15,Solar & Wind,0.0749733176108461
Northern,1996,1,Solar & Wind,0.06435094671568711
Northern,1997,11,Solar & Wind,0.06806873590023806
Northern,1998,19,Solar & Wind,0.0718346126484009
Northern,1999,16,Solar & Wind,0.06705663922613123
Northern,2000,26,Solar & Wind,0.07027241741755914
Northern,2001,20,Solar & Wind,0.0628587446326073
Northern,2002,13,Solar & Wind,0.06613482900319767
Northern,2003,7,Solar & Wind,0.06273814907639394
Northern,2004,14,Solar & Wind,0.0679753676555293
Northern,2005,22,Solar & Wind,0.06733185207331956
Northern,2006,6,Solar & Wind,0.06435337569472187
Northern,2007,21,Solar & Wind,0.07170857804690545
Northern,2008,12,Solar & Wind,0.07183138037302873
Northern,2009,8,Solar & Wind,0.0638323887597097
Northern,2010,2,Solar & Wind,0.061500632242908485
Northern,2011,24,Solar & Wind,0.07351047585328785
Northern,2012,17,Solar & Wind,0.06813330568408303
Northern,2013,9,Solar & Wind,0.06640403127496547
Northern,2014,10,Solar & Wind,0.06897164423611508
Northern,2015,25,Solar & Wind,0.07907089269158946
SEE,1990,1,Solar & Wind,0.05418376261159963
SEE,1991,4,Solar & Wind,0.05254335654285365
SEE,1992,2,Solar & Wind,0.05530963330036717
SEE,1993,3,Solar & Wind,0.055499229931193585
SEE,1994,6,Solar & Wind,0.054596825000576076
SEE,1995,14,Solar & Wind,0.05279957460502629
SEE,1996,16,Solar & Wind,0.051202941308577984
SEE,1997,9,Solar & Wind,0.0544584626680357
SEE,1998,12,Solar & Wind,0.054440097137889
SEE,1999,18,Solar & Wind,0.0525160989596094
SEE,2000,8,Solar & Wind,0.05443445011523863
SEE,2001,7,Solar & Wind,0.05768658787892111
SEE,2002,13,Solar & Wind,0.049120352762121344
SEE,2003,11,Solar & Wind,0.055242623902629635
SEE,2004,20,Solar & Wind,0.05432604472304205
SEE,2005,22,Solar & Wind,0.052823545845024515
SEE,2006,21,Solar & Wind,0.05269048679296136
SEE,2007,10,Solar & Wind,0.05322664043976779
SEE,2008,17,Solar & Wind,0.05367481954065792
SEE,2009,23,Solar & Wind,0.052094109081435844
SEE,2010,26,Solar & Wind,0.05173183080502599
SEE,2011,5,Solar & Wind,0.05419376830370837
SEE,2012,15,Solar & Wind,0.05539878933714888
SEE,2013,24,Solar & Wind,0.053766234042823255
SEE,2014,25,Solar & Wind,0.04732245266275434
SEE,2015,19,Solar & Wind,0.053275848111161
