region,year,avg,clim,deviation,perc_deviation,type_deviation,sign_deviation
UK & Ireland,1990,0.09209282733756774,0.08993927919182375,0.0021535481457439914,2.394446747956334,Sp,1
CEE,1990,0.12746605113405834,0.12399559956925424,0.0034704515648041057,2.798850585714361,Sp,1
CWE,1990,0.120073551680805,0.1167266267084101,0.003346924972394902,2.867319194236389,Sp,1
Iberia,1990,0.1898686280217987,0.19062916527003504,-7.60537248236326e-4,-0.3989616421805078,Sm,-1
Italy,1990,0.14165363144210877,0.1393005535544745,0.0023530778876342806,1.6892092871074575,Sp,1
Northern,1990,0.08082325509033032,0.08234020130657946,-0.0015169462162491348,-1.8422911192566176,Sm,-1
SEE,1990,0.15799162776402362,0.15162009982338417,0.006371527940639443,4.202297682207943,Mp,1
UK & Ireland,1991,0.08944494608254001,0.08993927919182375,-4.943331092837344e-4,-0.5496298321775671,Sm,-1
CEE,1991,0.12359619833968143,0.12399559956925424,-3.9940122957281277e-4,-0.32210919658462434,Sm,-1
CWE,1991,0.12069597678925396,0.1167266267084101,0.00396935008084387,3.400552378472769,Mp,1
Iberia,1991,0.1915565959631329,0.19062916527003504,9.274306930978637e-4,0.4865103887876313,Sp,1
Italy,1991,0.1389197306852799,0.1393005535544745,-3.808228691945803e-4,-0.2733821650218043,Sm,-1
Northern,1991,0.0809598774185638,0.08234020130657946,-0.0013803238880156637,-1.6763669096171714,Sm,-1
SEE,1991,0.14796931980209685,0.15162009982338417,-0.0036507800212873254,-2.40784699755505,Sm,-1
UK & Ireland,1992,0.09083924434706965,0.08993927919182375,8.99965155245902e-4,1.0006363886088567,Sp,1
CEE,1992,0.13131988576018414,0.12399559956925424,0.007324286190929896,5.9068920319540235,Mp,1
CWE,1992,0.11760981877697678,0.1167266267084101,8.83192068566685e-4,0.7566329067085525,Sp,1
Iberia,1992,0.19480527791008356,0.19062916527003504,0.004176112640048524,2.190699746354587,Sp,1
Italy,1992,0.13926031857648094,0.1393005535544745,-4.023497799354736e-5,-0.02888357365917658,Sm,-1
Northern,1992,0.08369528808584442,0.08234020130657946,0.0013550867792649635,1.6457171075153592,Sp,1
SEE,1992,0.15885644695273135,0.15162009982338417,0.007236347129347176,4.772683264142742,Mp,1
UK & Ireland,1993,0.08423470876528442,0.08993927919182375,-0.005704570426539324,-6.342690844088862,Lm,-1
CEE,1993,0.12351291669135316,0.12399559956925424,-4.8268287790108333e-4,-0.38927419971181676,Sm,-1
CWE,1993,0.11335472955772283,0.1167266267084101,-0.003371897150687267,-2.88871292332508,Sm,-1
Iberia,1993,0.18764000556192287,0.19062916527003504,-0.0029891597081121712,-1.5680495184867898,Sm,-1
Italy,1993,0.14106001964108952,0.1393005535544745,0.0017594660866150358,1.26307185558095,Sp,1
Northern,1993,0.08047207434200783,0.08234020130657946,-0.0018681269645716286,-2.268790863913463,Sm,-1
SEE,1993,0.15700148094133676,0.15162009982338417,0.005381381117952583,3.549253116322391,Mp,1
UK & Ireland,1994,0.08647125106032705,0.08993927919182375,-0.0034680281314967004,-3.855966116984373,Mm,-1
CEE,1994,0.12545315398080292,0.12399559956925424,0.0014575544115486838,1.1754888210646603,Sp,1
CWE,1994,0.11301503445263379,0.1167266267084101,-0.0037115922557763026,-3.179730589703475,Mm,-1
Iberia,1994,0.19030204376844578,0.19062916527003504,-3.271215015892559e-4,-0.17160097256150345,Sm,-1
Italy,1994,0.1399645667427324,0.1393005535544745,6.640131882579003e-4,0.47667663287370443,Sp,1
Northern,1994,0.0834219721287739,0.08234020130657946,0.0010817708221944472,1.3137820955363726,Sp,1
SEE,1994,0.1542705110986789,0.15162009982338417,0.002650411275294723,1.7480606320547702,Sp,1
UK & Ireland,1995,0.09553250301081981,0.08993927919182375,0.00559322381899606,6.218888865082802,Lp,1
CEE,1995,0.11960513166377544,0.12399559956925424,-0.004390467905478798,-3.5408255782711278,Mm,-1
CWE,1995,0.11494582249501407,0.1167266267084101,-0.00178080421339602,-1.52561952967644,Sm,-1
Iberia,1995,0.19172597300154198,0.19062916527003504,0.0010968077315069436,0.5753619756731687,Sp,1
Italy,1995,0.13784351163306596,0.1393005535544745,-0.001457041921408525,-1.0459699435715009,Sm,-1
Northern,1995,0.08186718678972578,0.08234020130657946,-4.730145168536787e-4,-0.574463639082556,Sm,-1
SEE,1995,0.14770701327469266,0.15162009982338417,-0.003913086548691519,-2.580849473948182,Sm,-1
UK & Ireland,1996,0.08810720680169536,0.08993927919182375,-0.001832072390128392,-2.0370103102793635,Sm,-1
CEE,1996,0.11488866726912167,0.12399559956925424,-0.00910693230013257,-7.344560881006225,Lm,-1
CWE,1996,0.11283578749658944,0.1167266267084101,-0.0038908392118206514,-3.3332919159397916,Mm,-1
Iberia,1996,0.18574857902240244,0.19062916527003504,-0.004880586247632601,-2.560251596716077,Sm,-1
Italy,1996,0.12926888630405556,0.1393005535544745,-0.01003166725041893,-7.201455410222741,Lm,-1
Northern,1996,0.08282809061163379,0.08234020130657946,4.8788930505433425e-4,0.5925286765303901,Sp,1
SEE,1996,0.13866889158140766,0.15162009982338417,-0.012951208241976514,-8.541880830485422,Lm,-1
UK & Ireland,1997,0.08861991352396194,0.08993927919182375,-0.0013193656678618104,-1.4669515696783038,Sm,-1
CEE,1997,0.1267954599339871,0.12399559956925424,0.00279986036473287,2.258032038603989,Sp,1
CWE,1997,0.12160200446000859,0.1167266267084101,0.004875377751598492,4.176748604050273,Mp,1
Iberia,1997,0.18734761299345157,0.19062916527003504,-0.0032815522765834715,-1.721432432406133,Sm,-1
Italy,1997,0.14609337018599233,0.1393005535544745,0.006792816631517845,4.876374471018498,Mp,1
Northern,1997,0.08575015920972441,0.08234020130657946,0.003409957903144953,4.141303821262916,Mp,1
SEE,1997,0.15446830754331192,0.15162009982338417,0.002848207719927748,1.8785159245017673,Sp,1
UK & Ireland,1998,0.08517658215203651,0.08993927919182375,-0.004762697039787239,-5.2954583165263,Mm,-1
CEE,1998,0.12200368316587426,0.12399559956925424,-0.0019919164033799786,-1.6064412046069827,Sm,-1
CWE,1998,0.11075073168607981,0.1167266267084101,-0.005975895022330285,-5.119564567952794,Mm,-1
Iberia,1998,0.19481906660926723,0.19062916527003504,0.004189901339232194,2.197933004268788,Sp,1
Italy,1998,0.14485994112792613,0.1393005535544745,0.005559387573451646,3.99092999388377,Mp,1
Northern,1998,0.07593156969018697,0.08234020130657946,-0.006408631616392491,-7.783113855322095,Lm,-1
SEE,1998,0.15332340262311497,0.15162009982338417,0.0017033027997307992,1.123401713700825,Sp,1
UK & Ireland,1999,0.08964925455146189,0.08993927919182375,-2.900246403618606e-4,-0.3224671611424548,Sm,-1
CEE,1999,0.12141692902864677,0.12399559956925424,-0.0025786705406074667,-2.0796468177624505,Sm,-1
CWE,1999,0.11586701165236507,0.1167266267084101,-8.596150560450239e-4,-0.736434419708189,Sm,-1
Iberia,1999,0.1927214143224462,0.19062916527003504,0.0020922490524111492,1.0975492912888654,Sp,1
Italy,1999,0.13820934376006588,0.1393005535544745,-0.001091209794408604,-0.7833492161837524,Sm,-1
Northern,1999,0.08405012171111788,0.08234020130657946,0.0017099204045384203,2.076653174761898,Sp,1
SEE,1999,0.14959666888806908,0.15162009982338417,-0.002023430935315096,-1.3345400363620026,Sm,-1
UK & Ireland,2000,0.08968511698837714,0.08993927919182375,-2.54162203446609e-4,-0.28259310696111795,Sm,-1
CEE,2000,0.12926956953414764,0.12399559956925424,0.005273969964893405,4.253352524778735,Mp,1
CWE,2000,0.11324866967627878,0.1167266267084101,-0.0034779570321313152,-2.9795746953430378,Sm,-1
Iberia,2000,0.1905747501040824,0.19062916527003504,-5.441516595264262e-5,-0.028545037101516454,Sm,-1
Italy,2000,0.14146214677588717,0.1393005535544745,0.002161593221412683,1.55174776140956,Sp,1
Northern,2000,0.08108411335382625,0.08234020130657946,-0.0012560879527532126,-1.5254856471341223,Sm,-1
SEE,2000,0.1628302699786219,0.15162009982338417,0.01121017015523773,7.393591066287374,Lp,1
UK & Ireland,2001,0.09269418976558799,0.08993927919182375,0.0027549105737642438,3.063078332981224,Mp,1
CEE,2001,0.12018591072986268,0.12399559956925424,-0.0038096888393915618,-3.0724387418795196,Mm,-1
CWE,2001,0.11442294214187135,0.1167266267084101,-0.0023036845665387468,-1.9735724671402395,Sm,-1
Iberia,2001,0.18898020871236912,0.19062916527003504,-0.0016489565576659204,-0.8650074899767289,Sm,-1
Italy,2001,0.1413951702602115,0.1393005535544745,0.002094616705737018,1.5036671802728356,Sp,1
Northern,2001,0.0804373707579399,0.08234020130657946,-0.0019028305486395586,-2.3109374502919895,Sm,-1
SEE,2001,0.15161212677127248,0.15162009982338417,-7.973052111698298e-6,-0.005258571997370908,Sm,-1
UK & Ireland,2002,0.0886786840274707,0.08993927919182375,-0.0012605951643530483,-1.4016069237829152,Sm,-1
CEE,2002,0.12241577050615336,0.12399559956925424,-0.0015798290631008766,-1.2741009105073182,Sm,-1
CWE,2002,0.11437702965237595,0.1167266267084101,-0.0023495970560341445,-2.0129058144578913,Sm,-1
Iberia,2002,0.18479557376976272,0.19062916527003504,-0.005833591500272323,-3.0601778547415712,Mm,-1
Italy,2002,0.13479818491150566,0.1393005535544745,-0.004502368642968824,-3.232125449672488,Mm,-1
Northern,2002,0.08892048821467748,0.08234020130657946,0.006580286908098018,7.9915846739279415,Lp,1
SEE,2002,0.14741924245535296,0.15162009982338417,-0.004200857368031219,-2.770646749952427,Sm,-1
UK & Ireland,2003,0.09804601904717418,0.08993927919182375,0.008106739855350431,9.013569964309212,XLp,1
CEE,2003,0.13294421654343574,0.12399559956925424,0.008948616974181506,7.216882700086069,Lp,1
CWE,2003,0.13015293498801025,0.1167266267084101,0.01342630827960016,11.502352683539687,XLp,1
Iberia,2003,0.18583802335537114,0.19062916527003504,-0.004791141914663899,-2.5133310046639634,Sm,-1
Italy,2003,0.14499740517143314,0.1393005535544745,0.005696851616958654,4.089611614307662,Mp,1
Northern,2003,0.08335588188989673,0.08234020130657946,0.0010156805833172744,1.233517245768642,Sp,1
SEE,2003,0.15439928077569048,0.15162009982338417,0.0027791809523063093,1.8329897919495235,Sp,1
UK & Ireland,2004,0.09223981741876781,0.08993927919182375,0.0023005382269440655,2.5578793243800027,Sp,1
CEE,2004,0.12081131493218909,0.12399559956925424,-0.003184284637065146,-2.5680626152274493,Sm,-1
CWE,2004,0.11676629535481806,0.1167266267084101,3.966864640796153e-5,0.033984230956194864,Sp,1
Iberia,2004,0.19328669127621975,0.19062916527003504,0.002657526006184713,1.3940815417306183,Sp,1
Italy,2004,0.13601988189954847,0.1393005535544745,-0.003280671654926015,-2.3551030998904716,Sm,-1
Northern,2004,0.08172836949534502,0.08234020130657946,-6.11831811234434e-4,-0.7430535771419654,Sm,-1
SEE,2004,0.14905818319776065,0.15162009982338417,-0.0025619166256235226,-1.689694591025722,Sm,-1
UK & Ireland,2005,0.08667572658377615,0.08993927919182375,-0.0032635526080476013,-3.628617704492662,Mm,-1
CEE,2005,0.12357531346912438,0.12399559956925424,-4.202861001298547e-4,-0.3389524318523221,Sm,-1
CWE,2005,0.11765883138427352,0.1167266267084101,9.322046758634267e-4,0.7986221328850085,Sp,1
Iberia,2005,0.19908175958853322,0.19062916527003504,0.00845259431849818,4.434050952552139,Mp,1
Italy,2005,0.13749049597570892,0.1393005535544745,-0.001810057578765567,-1.299390083225858,Sm,-1
Northern,2005,0.08439228684726867,0.08234020130657946,0.002052085540689211,2.4922036965256207,Sp,1
SEE,2005,0.14801612367658373,0.15162009982338417,-0.0036039761468004416,-2.3769778222007245,Sm,-1
UK & Ireland,2006,0.08859507875853072,0.08993927919182375,-0.0013442004332930302,-1.4945643831835707,Sm,-1
CEE,2006,0.12385578871162382,0.12399559956925424,-1.3981085763041523e-4,-0.11275469300209144,Sm,-1
CWE,2006,0.1162857410920351,0.1167266267084101,-4.408856163749947e-4,-0.3777078365130457,Sm,-1
Iberia,2006,0.1887285389822453,0.19062916527003504,-0.0019006262877897528,-0.9970280702312407,Sm,-1
Italy,2006,0.14005025131576865,0.1393005535544745,7.496977612941602e-4,0.538187208998409,Sp,1
Northern,2006,0.08376418303412195,0.08234020130657946,0.0014239817275424893,1.7293882027814582,Sp,1
SEE,2006,0.14906540533126197,0.15162009982338417,-0.0025546944921222003,-1.6849312822627447,Sm,-1
UK & Ireland,2007,0.09200559204247273,0.08993927919182375,0.0020663128506489825,2.2974532031126484,Sp,1
CEE,2007,0.12777337048607884,0.12399559956925424,0.003777770916824602,3.0466975682589728,Mp,1
CWE,2007,0.11864592056197065,0.1167266267084101,0.001919293853560558,1.6442639590323,Sp,1
Iberia,2007,0.19636867079225515,0.19062916527003504,0.005739505522220106,3.010822354538368,Mp,1
Italy,2007,0.14377251783198008,0.1393005535544745,0.004471964277505597,3.2102989998218514,Mp,1
Northern,2007,0.08257107454750244,0.08234020130657946,2.3087324092298245e-4,0.2803894540691806,Sp,1
SEE,2007,0.1556986687493375,0.15162009982338417,0.004078568925953319,2.6899922442369255,Sp,1
UK & Ireland,2008,0.08605524178892109,0.08993927919182375,-0.0038840374029026625,-4.3185107083399386,Mm,-1
CEE,2008,0.12131074936660739,0.12399559956925424,-0.0026848502026468463,-2.1652786163167823,Sm,-1
CWE,2008,0.11288677214440805,0.1167266267084101,-0.003839854564002043,-3.2896132375984988,Mm,-1
Iberia,2008,0.18765136799301838,0.19062916527003504,-0.002977797277016664,-1.5620890291359542,Sm,-1
Italy,2008,0.13614598510530215,0.1393005535544745,-0.0031545684491723347,-2.264577109479122,Sm,-1
Northern,2008,0.07805045399171691,0.08234020130657946,-0.004289747314862549,-5.209784827815054,Mm,-1
SEE,2008,0.1510988205068344,0.15162009982338417,-5.21279316549772e-4,-0.34380620851522203,Sm,-1
UK & Ireland,2009,0.09062804003375503,0.08993927919182375,6.887608419312852e-4,0.7658064953603714,Sp,1
CEE,2009,0.1232883359581782,0.12399559956925424,-7.072636110760366e-4,-0.5703941216728539,Sm,-1
CWE,2009,0.1176367469236998,0.1167266267084101,9.101202152897031e-4,0.7797023189603829,Sp,1
Iberia,2009,0.1921884166131186,0.19062916527003504,0.001559251343083573,0.8179500449864643,Sp,1
Italy,2009,0.13856813668015744,0.1393005535544745,-7.324168743170489e-4,-0.5257817400062463,Sm,-1
Northern,2009,0.0824480989702563,0.08234020130657946,1.0789766367684528e-4,0.13103886311269394,Sp,1
SEE,2009,0.1474046301083193,0.15162009982338417,-0.004215469715064868,-2.7802842235134326,Sm,-1
UK & Ireland,2010,0.09616106878787949,0.08993927919182375,0.006221789596055738,6.917766799960469,Lp,1
CEE,2010,0.11741640870051545,0.12399559956925424,-0.006579190868738788,-5.305987383095935,Mm,-1
CWE,2010,0.11478986543410315,0.1167266267084101,-0.0019367612743069473,-1.659228343114112,Sm,-1
Iberia,2010,0.18562493005000957,0.19062916527003504,-0.005004235220025466,-2.625115214105216,Sm,-1
Italy,2010,0.13168402670079538,0.1393005535544745,-0.007616526853679112,-5.4676931708678485,Mm,-1
Northern,2010,0.08171517679777701,0.08234020130657946,-6.250245088024464e-4,-0.75907575993806,Sm,-1
SEE,2010,0.14258885135695082,0.15162009982338417,-0.009031248466433356,-5.956498166769099,Mm,-1
UK & Ireland,2011,0.09250240184793154,0.08993927919182375,0.002563122656107794,2.8498367778122065,Sp,1
CEE,2011,0.1336446740686395,0.12399559956925424,0.009649074499385263,7.781787848040563,Lp,1
CWE,2011,0.12573530330129795,0.1167266267084101,0.009008676592887857,7.71775630541612,Lp,1
Iberia,2011,0.19512023216460003,0.19062916527003504,0.004491066894564993,2.3559180402448856,Sp,1
Italy,2011,0.1481281768498379,0.1393005535544745,0.008827623295363407,6.337105682721714,Lp,1
Northern,2011,0.08520045866376207,0.08234020130657946,0.002860257357182608,3.4737070249961324,Mp,1
SEE,2011,0.15949054415965183,0.15162009982338417,0.007870444336267657,5.190897740758385,Mp,1
UK & Ireland,2012,0.08528920000148169,0.08993927919182375,-0.004650079190342063,-5.170242892901453,Mm,-1
CEE,2012,0.1296528928066354,0.12399559956925424,0.00565729323738115,4.562495166791326,Mp,1
CWE,2012,0.11613645676329626,0.1167266267084101,-5.901699451138359e-4,-0.5056001032121957,Sm,-1
Iberia,2012,0.19598429644070142,0.19062916527003504,0.005355131170666383,2.80918775628094,Sp,1
Italy,2012,0.14309866456209147,0.1393005535544745,0.0037981110076169833,2.7265584455353253,Sp,1
Northern,2012,0.07836029785406957,0.08234020130657946,-0.003979903452509884,-4.833487639520583,Mm,-1
SEE,2012,0.15725254670694247,0.15162009982338417,0.005632446883558295,3.7148418251401325,Mp,1
UK & Ireland,2013,0.0856406002246591,0.08993927919182375,-0.004298678967164654,-4.779534599111442,Mm,-1
CEE,2013,0.11459687621317381,0.12399559956925424,-0.009398723356080427,-7.579884599720038,Lm,-1
CWE,2013,0.10718970458450701,0.1167266267084101,-0.009536922123903085,-8.170305604501767,Lm,-1
Iberia,2013,0.18632164812931967,0.19062916527003504,-0.004307517140715367,-2.2596317486957305,Sm,-1
Italy,2013,0.13097166534252017,0.1393005535544745,-0.008328888211954322,-5.979077612708301,Mm,-1
Northern,2013,0.08204423247677978,0.08234020130657946,-2.95968829799681e-4,-0.3594463276786176,Sm,-1
SEE,2013,0.1476861115506818,0.15162009982338417,-0.003933988272702388,-2.5946350630852533,Sm,-1
UK & Ireland,2014,0.09084272279915598,0.08993927919182375,9.0344360733223e-4,1.0045039447173607,Sp,1
CEE,2014,0.11942008405461825,0.12399559956925424,-0.004575515514635989,-3.6900628171731724,Mm,-1
CWE,2014,0.11662249782122414,0.1167266267084101,-1.0412888718595859e-4,-0.089207484292404507,Sm,-1
Iberia,2014,0.18544014947536697,0.19062916527003504,-0.005189015794668073,-2.7220471680278258,Sm,-1
Italy,2014,0.1332791652579688,0.1393005535544745,-0.0060213882965056975,-4.322587486453161,Mm,-1
Northern,2014,0.08418474450561345,0.08234020130657946,0.0018445431990339878,2.240149003481484,Sp,1
SEE,2014,0.14314264790152034,0.15162009982338417,-0.008477451921863832,-5.59124544287918,Mm,-1
UK & Ireland,2015,0.09251332123871162,0.08993927919182375,0.002574042046887867,2.861977625368683,Sp,1
CEE,2015,0.12766623575214142,0.12399559956925424,0.0036706361828871825,2.9602955230980212,Sp,1
CWE,2015,0.12158611354704303,0.1167266267084101,0.004859486838632937,4.163134818221225,Mp,1
Iberia,2015,0.19383784239944452,0.19062916527003504,0.0032086771294094762,1.6832036823243897,Sp,1
Italy,2015,0.1428191976768221,0.1393005535544745,0.0035186441223476195,2.5259369274305348,Sp,1
Northern,2015,0.08278840749260342,0.08234020130657946,4.4820618602396667e-4,0.5443345764423732,Sp,1
SEE,2015,0.15550547171174212,0.15162009982338417,0.0038853718883579413,2.5625704592490353,Sp,1
Europe,1990,0.12281643274969575,0.12007027812597434,0.0027461546237214085,2.2871227306063378,Sp,1
Europe,1991,0.11959471035680887,0.12007027812597434,-4.755677691654775e-4,-0.39607451285032025,Sm,-1
Europe,1992,0.12392321280760635,0.12007027812597434,0.003852934681632003,3.208899605937127,Mp,1
Europe,1993,0.11987679726325053,0.12007027812597434,-1.9348086272381881e-4,-0.16113968064671605,Sm,-1
Europe,1994,0.1202778207498017,0.12007027812597434,2.075426238273559e-4,0.17285095617885388,Sp,1
Europe,1995,0.11820129823159586,0.12007027812597434,-0.0018689798943784808,-1.5565716375018304,Sm,-1
Europe,1996,0.11382798950163465,0.12007027812597434,-0.00624228862433969,-5.198862467687846,Mm,-1
Europe,1997,0.122870888468648,0.12007027812597434,0.0028006103426736623,2.332475935247973,Sp,1
Europe,1998,0.11781600202536233,0.12007027812597434,-0.0022542761006120182,-1.8774638784853113,Sm,-1
Europe,1999,0.11934977740619328,0.12007027812597434,-7.20500719781067e-4,-0.6000658372966688,Sm,-1
Europe,2000,0.12295432026240069,0.12007027812597434,0.0028840421364263458,2.4019617356099485,Sp,1
Europe,2001,0.11869687893815523,0.12007027812597434,-0.0013733991878191187,-1.143829438271299,Sm,-1
Europe,2002,0.11903134659172694,0.12007027812597434,-0.0010389315342474031,-0.8652695325294287,Sm,-1
Europe,2003,0.12555960098182004,0.12007027812597434,0.005489322855845691,4.57175825818147,Mp,1
Europe,2004,0.11894077404610416,0.12007027812597434,-0.0011295040798701833,-0.9407024764989214,Sm,-1
Europe,2005,0.11991315113843208,0.12007027812597434,-1.5712698754226373e-4,-0.13086251651504507,Sm,-1
Europe,2006,0.11942200959804346,0.12007027812597434,-6.48268527930887e-4,-0.5399075758371625,Sm,-1
Europe,2007,0.12277052145509308,0.12007027812597434,0.002700243329118737,2.2488857119875396,Sp,1
Europe,2008,0.11736781909666315,0.12007027812597434,-0.0027024590293111966,-2.2507310480915628,Sm,-1
Europe,2009,0.11917619022730115,0.12007027812597434,-8.940878986731932e-4,-0.7446371513649209,Sm,-1
Europe,2010,0.11595969812615385,0.12007027812597434,-0.004110579999820493,-3.4234783694827366,Mm,-1
Europe,2011,0.1267773348708293,0.12007027812597434,0.0067070567448549445,5.585942540932645,Mp,1
Europe,2012,0.12172323477058036,0.12007027812597434,0.0016529566446060184,1.3766576295190913,Sp,1
Europe,2013,0.11475114236327612,0.12007027812597434,-0.005319135762698227,-4.4300186904852,Mm,-1
Europe,2014,0.1170371411867506,0.12007027812597434,-0.003033136939223746,-2.5261346825910276,Sm,-1
Europe,2015,0.12319113806140534,0.12007027812597434,0.003120859935431,2.599194391934932,Sp,1
