Location,id,emissions
UK & Ireland,1990,327.4866748525527
UK & Ireland,1991,342.45591304138975
UK & Ireland,1992,328.37748757606937
UK & Ireland,1993,333.89034542043026
UK & Ireland,1994,322.5187082486468
UK & Ireland,1995,324.0100906644432
UK & Ireland,1996,338.90632487882004
UK & Ireland,1997,329.87628558105007
UK & Ireland,1998,318.61097187557607
UK & Ireland,1999,317.80221939615586
UK & Ireland,2000,331.2470461321582
UK & Ireland,2001,328.40801907770066
UK & Ireland,2002,342.58246326047765
UK & Ireland,2003,323.0206454032255
UK & Ireland,2004,333.8352943290809
UK & Ireland,2005,334.67770227596134
UK & Ireland,2006,328.3436043095189
UK & Ireland,2007,323.1239103869665
UK & Ireland,2008,324.99924855403367
UK & Ireland,2009,311.2199808839398
UK & Ireland,2010,329.0077236343264
UK & Ireland,2011,324.83582664907175
UK & Ireland,2012,336.30366286352887
UK & Ireland,2013,347.1469873266637
UK & Ireland,2014,328.87692567122457
UK & Ireland,2015,319.38258514983
CEE,1990,597.2793764127891
CEE,1991,604.1735950874047
CEE,1992,601.4994396198558
CEE,1993,595.9541521934316
CEE,1994,596.0219070714488
CEE,1995,591.7329792237593
CEE,1996,599.5870022197828
CEE,1997,590.0968434644948
CEE,1998,582.5944982424644
CEE,1999,584.6877662828647
CEE,2000,591.807453797049
CEE,2001,595.5716894513532
CEE,2002,590.7568925680629
CEE,2003,600.0367718594823
CEE,2004,588.5032421713084
CEE,2005,589.5911092370438
CEE,2006,595.896401884096
CEE,2007,593.6684036657614
CEE,2008,588.6499600388056
CEE,2009,596.8409780813149
CEE,2010,587.3549483334097
CEE,2011,596.0245030527808
CEE,2012,596.607367894107
CEE,2013,593.5581852137599
CEE,2014,606.3759186597883
CEE,2015,586.5513556599435
CWE,1990,224.10758317364696
CWE,1991,243.32362463774749
CWE,1992,235.0155923474051
CWE,1993,233.7838818366036
CWE,1994,226.4717172515129
CWE,1995,231.40769839785958
CWE,1996,245.68479132050405
CWE,1997,236.7994039710411
CWE,1998,223.983769282911
CWE,1999,227.08743536223298
CWE,2000,223.6484525880941
CWE,2001,231.87469792224178
CWE,2002,228.30763558403936
CWE,2003,238.89471591945548
CWE,2004,235.41443318811613
CWE,2005,241.13182268978855
CWE,2006,235.25730866958156
CWE,2007,223.00996280214056
CWE,2008,228.53926697554752
CWE,2009,238.8264832099332
CWE,2010,246.1128779893742
CWE,2011,235.55601381187373
CWE,2012,228.07810386740266
CWE,2013,230.9976692330743
CWE,2014,230.12890386497202
CWE,2015,229.36997401029612
Iberia,1990,269.72628278226625
Iberia,1991,253.0169622519815
Iberia,1992,281.8689538858704
Iberia,1993,272.414619419871
Iberia,1994,252.0269872736802
Iberia,1995,240.69538470323948
Iberia,1996,181.9890800382833
Iberia,1997,224.03739119178556
Iberia,1998,239.78837723514295
Iberia,1999,252.31292954547536
Iberia,2000,227.9106640630428
Iberia,2001,210.70639924301182
Iberia,2002,235.82427129537447
Iberia,2003,215.1832628580639
Iberia,2004,267.60251960303134
Iberia,2005,303.55734597764297
Iberia,2006,245.5759285182575
Iberia,2007,268.5440857611657
Iberia,2008,268.30746555223607
Iberia,2009,256.9657330490045
Iberia,2010,197.07770237387803
Iberia,2011,265.8713866458092
Iberia,2012,306.7101707639222
Iberia,2013,198.81789139108972
Iberia,2014,198.87325595769565
Iberia,2015,276.5341720069774
Italy,1990,354.99712773727373
Italy,1991,350.29711696639293
Italy,1992,346.2764592867083
Italy,1993,348.4652969402332
Italy,1994,345.0653270729896
Italy,1995,348.41845005560054
Italy,1996,352.07091721342266
Italy,1997,347.8208807420506
Italy,1998,345.83503548547657
Italy,1999,344.6724243029936
Italy,2000,341.3332047638933
Italy,2001,336.3006808021994
Italy,2002,344.22218843524126
Italy,2003,353.6339909784549
Italy,2004,348.79527047447004
Italy,2005,356.6187443578413
Italy,2006,353.4615119604476
Italy,2007,352.0934149245022
Italy,2008,347.94310860821577
Italy,2009,349.0195227269066
Italy,2010,347.77582236003
Italy,2011,351.47894556168836
Italy,2012,355.9627871985275
Italy,2013,347.12965394792303
Italy,2014,338.54194841146216
Italy,2015,355.81266439094605
Northern,1990,71.1361673146044
Northern,1991,95.24830454954395
Northern,1992,46.98459341327753
Northern,1993,58.37200817745162
Northern,1994,73.2286685096819
Northern,1995,63.692311770856215
Northern,1996,113.32043939143134
Northern,1997,72.08722753427053
Northern,1998,56.80365132864325
Northern,1999,50.86485251735459
Northern,2000,37.56262758308134
Northern,2001,57.41251678923663
Northern,2002,67.22863894091454
Northern,2003,73.193445887329
Northern,2004,60.707402177226456
Northern,2005,47.177974168087275
Northern,2006,78.94103114615453
Northern,2007,41.07646483373755
Northern,2008,50.76428901126215
Northern,2009,76.73199569063162
Northern,2010,109.70662174801839
Northern,2011,54.533335929080394
Northern,2012,53.86602191104943
Northern,2013,77.67177397861069
Northern,2014,68.5205748590994
Northern,2015,37.264136940557506
SEE,1990,772.1913844957004
SEE,1991,762.9649544919934
SEE,1992,768.6565556488866
SEE,1993,766.5743309257045
SEE,1994,753.71835173537
SEE,1995,742.3976239609739
SEE,1996,740.2059630503667
SEE,1997,745.6972468367443
SEE,1998,741.9241039762209
SEE,1999,730.8335102885203
SEE,2000,748.11144031782
SEE,2001,743.7395826348052
SEE,2002,742.3657010326507
SEE,2003,745.8393777615447
SEE,2004,725.3125238165633
SEE,2005,723.5239129607123
SEE,2006,724.8159710334526
SEE,2007,746.2569961989883
SEE,2008,733.9855365796766
SEE,2009,721.7290388919185
SEE,2010,689.469275040213
SEE,2011,753.3307985995235
SEE,2012,738.5066523879882
SEE,2013,711.1646523418655
SEE,2014,705.8115198908082
SEE,2015,727.2201396616188
Europe,1990,303.7596713577964
Europe,1991,315.2151554149847
Europe,1992,305.08537323420535
Europe,1993,304.8793094033793
Europe,1994,299.82712133073056
Europe,1995,299.19610074248345
Europe,1996,310.2317908191286
Europe,1997,301.92627430406515
Europe,1998,292.90500562083446
Europe,1999,293.5361589266657
Europe,2000,291.5304277987532
Europe,2001,295.0149458547705
Europe,2002,299.25755884603245
Europe,2003,303.7043983275484
Europe,2004,302.83835429478995
Europe,2005,307.71808872716304
Europe,2006,304.82390720140745
Europe,2007,296.08438980642256
Europe,2008,298.302993168774
Europe,2009,303.8047211526789
Europe,2010,304.9701074306793
Europe,2011,303.9745288557386
Europe,2012,304.9356163397529
Europe,2013,298.1609677468958
Europe,2014,294.73843111929847
Europe,2015,296.9488016435746
